,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,,openHours,parking,diner
1755,Colombo City Center (CCC),Morning,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,147.91786309983883,,,,
777,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,52.866901568959584,,,,
3561,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,107.04363004912709,,,,
3562,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,111.46178187987002,,,,
776,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.36018457430225,,,,
2860,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,94.29539875388289,,,,
3570,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.58010006884929,,,,
2740,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,109.6566701928127,,,,
2744,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.29121789230543,,,,
2710,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.15746341698834,,,,
2852,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,95.6996149,,,,
1782,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,160.43814841061555,,,,
88,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.49782395766066,,,,
1829,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,155.7415755161788,,,,
838,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,60.04115227237814,,,,
2897,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.91597908634408,,,,
3511,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.45779225831708,,,,
1815,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,161.26434617769903,,,,
2896,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,95.10182801416153,,,,
1802,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,164.19344745273713,,,,
3520,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.66348428133246,,,,
2681,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.23603006885607,,,,
894,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,46.98469583171926,,,,
2689,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.38222068947321,,,,
1799,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,149.63809862282025,,,,
1536,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,41.32772280139176,,,,
2883,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,75.40655676201818,,,,
2882,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,91.68630975621414,,,,
651,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,66.51151608700141,,,,
1541,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,64.23029055,,,,
652,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.55741069150535,,,,
1794,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.6728152302591,,,,
1785,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,155.5810253388189,,,,
89,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,108.32480001593531,,,,
87,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,137.40697598069448,,,,
2851,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,65.71744578068962,,,,
1739,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.6338194,,,,
681,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,43.483231520389985,,,,
1704,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.1116654015151,,,,
2762,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,76.44019124101787,,,,
1695,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,145.64986052643292,,,,
3606,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,108.67415715525591,,,,
3607,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,130.71943226002998,,,,
2782,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,77.26035940494226,,,,
1687,Colombo City Center (CCC),Morning,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.0154106,,,,
1675,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.81992091849665,,,,
1674,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,151.30213015697493,,,,
1673,Colombo City Center (CCC),Morning,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,142.95271914974552,,,,
1647,Colombo City Center (CCC),Evening,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,191.7044211072254,,,,
1648,Colombo City Center (CCC),Night,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,201.72040843528066,,,,
2810,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,77.70645469477621,,,,
1652,Colombo City Center (CCC),Morning,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,140.05276665785163,,,,
1653,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,169.38000833397908,,,,
1654,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.9281567268829,,,,
5,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.3888762417719,,,,
4,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.19224384258334,,,,
3,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.78888026017064,,,,
730,Colombo City Center (CCC),Night,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.500903923709814,,,,
2801,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,81.47578636243088,,,,
1705,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,148.46278137827505,,,,
755,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,66.11527660465315,,,,
1708,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.09603276990606,,,,
756,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.08435965472522,,,,
682,Colombo City Center (CCC),Evening,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,32.44826903824706,,,,
683,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,129.59673468353546,,,,
1728,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,165.21925181100136,,,,
2754,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,99.31414264694938,,,,
2838,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,86.40982176633712,,,,
1717,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,157.52003324365592,,,,
1606,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.486484590529884,,,,
1607,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,54.51319995639837,,,,
1608,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,127.3770895387649,,,,
47,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,59.56556643753698,,,,
839,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,49.41032890392883,,,,
46,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,64.97031405285287,,,,
2755,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.39882852,,,,
3579,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.73999158594799,,,,
3582,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,130.1829659113409,,,,
2833,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,100.15446309633332,,,,
1716,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,147.0687555686424,,,,
695,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,36.50094371125364,,,,
696,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,60.91223324448762,,,,
697,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,59.19792708719324,,,,
3592,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,132.61355064609444,,,,
3593,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.40080917485719,,,,
45,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,45.85679336,,,,
840,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.47205722386454,,,,
1120,Colombo City Center (CCC),Evening,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,21.05862312515594,,,,
1512,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.10932964788066,,,,
172,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.44375383489189,,,,
171,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.97085917109909,,,,
2610,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,91.15656968035704,,,,
2611,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,93.25017103340738,,,,
1912,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,141.42270516867924,,,,
1911,Colombo City Center (CCC),Morning,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,156.61492161598485,,,,
1462,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,49.78676631556508,,,,
1463,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.04862173418891,,,,
3450,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.95271266407984,,,,
173,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.10295582277483,,,,
2619,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,110.48924794578775,,,,
1891,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,131.62632648625544,,,,
1887,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.77517699196923,,,,
1886,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,153.24048135549867,,,,
3464,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,112.30094113222378,,,,
3465,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,115.43487664344673,,,,
1881,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,148.84794464586938,,,,
1879,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,153.13926290047854,,,,
1869,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,158.07231824885184,,,,
1867,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.7537334112362,,,,
1893,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,158.80341708641032,,,,
1863,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,154.53050808266335,,,,
2609,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,97.98697264015756,,,,
1931,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.69976317559468,,,,
1976,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,194.32237791728448,,,,
893,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,39.725413578861364,,,,
892,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,46.539433890064544,,,,
1968,Colombo City Center (CCC),Morning,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,184.19805355425942,,,,
3420,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,134.25920966875861,,,,
1956,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,176.59677960604168,,,,
1955,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,163.97662540312774,,,,
1954,Colombo City Center (CCC),Morning,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,205.4590300036151,,,,
2596,Colombo City Center (CCC),Morning,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.52660933751852,,,,
873,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,44.55843828426924,,,,
2940,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.36028129171928,,,,
2597,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,105.33232084411524,,,,
2598,Colombo City Center (CCC),Night,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.27108175,,,,
1446,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.06299669316337,,,,
2938,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.71371106140828,,,,
875,Colombo City Center (CCC),Night,200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,215.5206082290812,,,,
874,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,104.66638209563403,,,,
1935,Colombo City Center (CCC),Night,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,171.9704513826256,,,,
1934,Colombo City Center (CCC),Evening,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,189.9757232945618,,,,
1933,Colombo City Center (CCC),Morning,180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,179.34110675237383,,,,
2939,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,129.7437699316172,,,,
1862,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.93425189337535,,,,
3454,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,105.47056939911991,,,,
130,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,81.09390671,,,,
129,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,119.5852733463893,,,,
1838,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,149.21986777505754,,,,
3492,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.0425851078889,,,,
1835,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.4654773,,,,
626,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,55.02787588677313,,,,
131,Colombo City Center (CCC),Night,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,32.801802191311154,,,,
1844,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,149.89726904096142,,,,
1847,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.6127340135192,,,,
1848,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,145.60615472578408,,,,
1510,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.9470333666302,,,,
625,Colombo City Center (CCC),Morning,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,67.77362027483225,,,,
1842,Colombo City Center (CCC),Night,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.37860830042206,,,,
1497,Colombo City Center (CCC),Night,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,72.56450235012231,,,,
1496,Colombo City Center (CCC),Evening,60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,78.54957635440651,,,,
1841,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.72536596685242,,,,
627,Colombo City Center (CCC),Night,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.23195654832327,,,,
3472,Colombo City Center (CCC),Morning,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.3044438906558,,,,
1488,Colombo City Center (CCC),Morning,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,54.26376841821036,,,,
1852,Colombo City Center (CCC),Evening,150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.88772219576109,,,,
2646,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,99.85643642625709,,,,
1489,Colombo City Center (CCC),Evening,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,40.76379667747017,,,,
1511,Colombo City Center (CCC),Evening,120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,104.41574592445923,,,,
1490,Colombo City Center (CCC),Night,45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,34.01632248542872,,,,
2637,Colombo City Center (CCC),Evening,90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.9622194,,,,
709,Dutch Museum,Night,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,60.64842206,,,,
708,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,50.30786188068002,,,,
584,Dutch Museum,Evening,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,113.80564110737086,,,,
2326,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,79.04041274082198,,,,
3018,Dutch Museum,Evening,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,114.3489530085274,,,,
585,Dutch Museum,Night,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,130.87239311465248,,,,
2767,Dutch Museum,Morning,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,91.24349736675273,,,,
2325,Dutch Museum,Morning,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,99.52408022740255,,,,
707,Dutch Museum,Morning,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,33.526329090346614,,,,
2819,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,92.38750482299842,,,,
2666,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,87.37001883888728,,,,
1109,Dutch Museum,Evening,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,46.45156238474046,,,,
2451,Dutch Museum,Morning,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,108.91858397316538,,,,
2564,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,98.82254354447795,,,,
2565,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,79.46983480146719,,,,
2654,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,95.61105517098432,,,,
2818,Dutch Museum,Morning,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,85.93472756,,,,
2787,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,79.83375485001862,,,,
2653,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,100.47339461353181,,,,
2327,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,91.83506459349049,,,,
2804,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,99.39795229113606,,,,
2575,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,105.55884069312918,,,,
583,Dutch Museum,Morning,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,71.24149607240133,,,,
1108,Dutch Museum,Morning,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,52.67616912910916,,,,
1110,Dutch Museum,Night,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,58.82999007333934,,,,
1029,Dutch Museum,Night,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,57.28263623674302,,,,
928,Dutch Museum,Morning,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,48.305762625186304,,,,
786,Dutch Museum,Night,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,38.90334937126353,,,,
785,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,56.90445927176381,,,,
2514,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,94.82244598663567,,,,
2515,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,99.11049156,,,,
2988,Dutch Museum,Evening,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,113.91157122299632,,,,
2909,Dutch Museum,Night,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,92.92251634565768,,,,
2908,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,96.11119049180984,,,,
2907,Dutch Museum,Morning,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,95.57029078083256,,,,
1048,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,71.30194083791554,,,,
852,Dutch Museum,Night,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,59.21259689967385,,,,
850,Dutch Museum,Morning,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,120.6925166201407,,,,
3037,Dutch Museum,Night,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,119.48998945712222,,,,
851,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,47.67563019888007,,,,
687,Dutch Museum,Night,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,127.18697041177495,,,,
812,Dutch Museum,Morning,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,52.80469224896956,,,,
3036,Dutch Museum,Evening,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,128.50566967832802,,,,
813,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,67.60817062620377,,,,
929,Dutch Museum,Evening,45,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,55.32141976559784,,,,
2550,Dutch Museum,Evening,90,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,91.14363558694886,,,,
3004,Dutch Museum,Night,120,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,136.49822360342498,,,,
1028,Dutch Museum,Evening,60,Museums and Galleries,ChIJ4zP25CFZ4joR5oPveZLBwLA,51.16640123088621,,,,
